SETTLEMENT_DATE,SETTLEMENT_PERIOD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW
29-Aug-21,30,20466,1065,6527,4030,13080,0,9,1609,800,806,-454,-459,804,-1
29-Aug-21,31,20675,1106,6527,3820,13080,0,8,1619,801,807,-454,-407,804,-1
29-Aug-21,32,21077,1146,6527,3610,13080,0,7,1608,802,806,-454,-266,804,-1
29-Aug-21,33,21919,1231,6527,3230,13080,0,8,1703,846,854,-446,-278,851,-1
29-Aug-21,34,22733,1315,6527,2560,13080,0,6,1707,849,856,-344,-145,853,-1
29-Aug-21,35,23708,1351,6527,2120,13080,0,8,1803,893,904,-364,-16,899,-1
29-Aug-21,36,24282,1386,6527,1580,13080,0,8,1807,896,906,-264,0,901,-1
29-Aug-21,37,24593,1362,6527,1010,13080,0,6,1805,896,906,-263,0,901,-1
29-Aug-21,38,24916,1338,6527,530,13080,0,6,1805,897,907,-213,0,901,-1
29-Aug-21,39,25026,1307,6527,224,13080,0,8,1808,896,907,-79,0,901,-1
29-Aug-21,40,24909,1275,6527,34,13080,0,8,1805,897,906,-19,0,901,-1
29-Aug-21,41,25136,1274,6527,2,13080,0,8,1805,896,906,18,0,901,-1
29-Aug-21,42,24963,1273,6527,1,13080,0,8,1805,895,906,-31,0,901,-1
29-Aug-21,43,24182,1264,6527,0,13080,0,8,1709,850,858,-139,35,855,-1
29-Aug-21,44,23112,1255,6527,0,13080,0,10,1706,844,857,-256,-54,853,-1
29-Aug-21,45,22306,1231,6527,0,13080,0,10,1491,733,746,-181,-10,725,-1
29-Aug-21,46,21095,1206,6527,0,13080,0,11,1481,725,742,-286,0,720,-1
29-Aug-21,47,19907,1187,6527,0,13080,0,10,1371,686,695,-299,66,689,-1
29-Aug-21,48,18905,1168,6527,0,13080,0,13,1367,683,692,-150,55,687,-1
30-Aug-21,1,18193,1146,6527,0,13080,0,12,1182,683,645,7,0,687,-1
30-Aug-21,2,17697,1124,6527,0,13080,0,14,1168,682,644,-56,-53,687,-1
30-Aug-21,3,17329,1100,6527,0,13080,0,340,1264,659,691,-181,-10,687,-1
30-Aug-21,4,17139,1076,6527,0,13080,0,290,1266,658,693,-207,0,688,-1
30-Aug-21,5,16835,1062,6527,0,13080,0,289,1365,679,693,-99,0,687,-1
30-Aug-21,6,16562,1048,6527,0,13080,0,545,1368,681,693,26,0,687,-1
30-Aug-21,7,16350,1031,6527,0,13080,0,623,1369,681,693,87,0,687,-1
30-Aug-21,8,16236,1013,6527,0,13080,0,832,1368,681,693,31,0,687,-1
30-Aug-21,9,16191,1038,6527,0,13080,0,788,1369,681,693,14,0,687,-1
30-Aug-21,10,16176,1062,6527,0,13080,0,812,1369,681,693,40,0,687,-1
30-Aug-21,11,16593,1078,6527,0,13080,0,660,1367,680,660,160,0,686,-1
30-Aug-21,12,16973,1094,6527,0,13080,0,674,1367,680,659,293,14,686,-1
30-Aug-21,13,17759,1102,6527,0,13080,0,46,1367,681,654,213,112,633,-1
30-Aug-21,14,18244,1109,6527,29,13080,0,45,1367,677,654,64,22,631,-1
30-Aug-21,15,19251,1132,6527,199,13080,0,35,1460,552,483,-81,-43,454,-1
30-Aug-21,16,20056,1154,6527,463,13080,0,9,1464,552,478,-154,-16,448,-1
30-Aug-21,17,21247,1209,6527,708,13080,0,9,1692,825,779,-298,-114,727,-1
30-Aug-21,18,22003,1264,6527,1020,13080,0,9,1701,846,791,-395,-29,738,-1
30-Aug-21,19,22325,1306,6527,1290,13080,0,11,1849,916,746,-453,-108,538,-1
30-Aug-21,20,22871,1347,6527,1630,13080,0,9,1854,920,745,-453,-162,532,-1
30-Aug-21,21,23165,1353,6527,1790,13080,0,10,1853,919,923,-453,-192,910,-1
30-Aug-21,22,23033,1359,6527,2010,13080,0,10,1853,919,930,-453,-207,925,-1
30-Aug-21,23,23119,1333,6527,2100,13080,0,10,1853,920,930,-453,-143,925,-1
30-Aug-21,24,23267,1306,6527,2290,13080,0,9,1853,920,930,-453,-161,925,-1
30-Aug-21,25,23414,1291,6527,2300,13080,0,10,1853,920,929,-453,-141,925,-1
30-Aug-21,26,23368,1275,6527,2320,13080,0,13,1853,921,929,-416,-271,925,-1
30-Aug-21,27,23389,1280,6527,2210,13080,0,10,1905,943,952,-452,-423,950,-1
30-Aug-21,28,23060,1284,6527,2130,13080,0,11,1904,944,954,-453,-531,951,-1
30-Aug-21,29,23167,1289,6527,2100,13080,0,11,1905,944,953,-453,-536,951,-1
30-Aug-21,30,23122,1294,6527,1860,13080,0,14,1905,944,953,-453,-535,951,-1
30-Aug-21,31,23307,1326,6527,1690,13080,0,12,1906,947,967,-453,-535,951,-1
30-Aug-21,32,23626,1357,6527,1480,13080,0,13,1905,949,967,-453,-536,951,-1
30-Aug-21,33,24238,1393,6527,1300,13080,0,14,2001,989,1001,-453,-514,997,-1
30-Aug-21,34,24938,1428,6527,1070,13080,0,13,2004,991,1003,-451,-379,999,-1
30-Aug-21,35,26133,1447,6527,813,13080,0,8,2004,991,1029,-438,-226,1018,-1
30-Aug-21,36,26546,1466,6527,593,13080,0,7,2004,992,1031,-382,-74,1019,-1
30-Aug-21,37,27017,1418,6527,391,13080,0,8,2004,992,1031,-441,0,1019,-1
30-Aug-21,38,27125,1370,6527,192,13080,0,10,2004,992,1031,-346,0,1019,-1
30-Aug-21,39,27034,1345,6527,47,13080,0,12,2004,992,1030,-306,0,1019,-1
30-Aug-21,40,26755,1320,6527,4,13080,0,16,2004,992,1031,-261,0,1019,-1
30-Aug-21,41,26969,1329,6527,2,13080,0,10,2004,991,1003,-265,0,1000,-1
30-Aug-21,42,26483,1338,6527,0,13080,0,7,2004,989,1003,-285,0,999,-1
30-Aug-21,43,25516,1334,6527,0,13080,0,10,1814,901,910,-322,-84,906,-1
30-Aug-21,44,24581,1329,6527,0,13080,0,15,1807,894,906,-424,-206,902,-1
30-Aug-21,45,23004,1315,6527,0,13080,0,9,1615,804,760,-339,-137,807,-1
30-Aug-21,46,21448,1301,6527,0,13080,0,8,1608,797,755,-431,-246,803,-1
30-Aug-21,47,20180,1285,6527,0,13080,0,10,1511,753,761,-385,-261,757,-1
30-Aug-21,48,19175,1268,6527,0,13080,0,160,1508,749,761,-235,-109,755,-1
31-Aug-21,1,18451,1235,6527,0,13080,0,303,1374,685,695,-120,-4,690,-1
31-Aug-21,2,17948,1201,6527,0,13080,0,422,1369,682,693,-219,0,687,-1
31-Aug-21,3,17554,1181,6527,0,13080,0,656,1369,682,694,-216,0,688,-1
31-Aug-21,4,17507,1160,6527,0,13080,0,740,1369,683,693,-136,0,687,-1
31-Aug-21,5,17190,1148,6527,0,13080,0,1064,1368,683,693,-50,0,688,-1
31-Aug-21,6,16713,1136,6527,0,13080,0,1216,1368,683,693,-176,0,688,-1
31-Aug-21,7,16662,1115,6527,0,13080,0,1213,1369,683,693,-121,0,652,-1
31-Aug-21,8,16629,1094,6527,0,13080,0,1206,1369,683,693,-130,0,651,-1
31-Aug-21,9,16749,1089,6527,0,13080,0,1214,1369,684,692,-113,0,686,-1
31-Aug-21,10,16867,1084,6527,0,13080,0,1159,1369,683,693,-22,0,688,-1
31-Aug-21,11,17513,1087,6527,0,13080,0,610,1367,683,693,-19,0,679,-1
31-Aug-21,12,18427,1090,6527,0,13080,0,560,1368,685,693,-19,12,678,-1
31-Aug-21,13,20048,1096,6527,0,13080,0,173,1644,808,821,51,109,787,-1
31-Aug-21,14,21345,1102,6527,25,13080,0,16,1655,820,826,-26,21,790,-1
31-Aug-21,15,23554,1117,6527,184,13080,0,18,1963,954,728,-151,-54,408,-1
31-Aug-21,16,25052,1131,6527,464,13080,0,20,1987,964,724,-224,-30,399,3
31-Aug-21,17,26372,1182,6527,793,13080,0,16,2004,990,1019,-368,-144,971,36
31-Aug-21,18,26919,1232,6527,1240,13080,0,18,2004,992,1031,-453,-173,999,44
31-Aug-21,19,27169,1294,6527,1600,13080,0,14,2005,992,1031,-454,-49,999,44
31-Aug-21,20,26969,1356,6527,2050,13080,0,17,2004,991,1031,-454,-69,999,50
31-Aug-21,21,26573,1386,6527,2310,13080,0,18,2004,991,1030,-454,-49,999,-48
31-Aug-21,22,26572,1415,6527,2570,13080,0,16,2004,991,1031,-454,-53,999,-54
31-Aug-21,23,26661,1402,6527,2610,13080,0,11,2004,992,1031,-454,-17,999,-23
31-Aug-21,24,26700,1388,6527,2900,13080,0,13,2004,991,1031,-454,-40,999,-28
31-Aug-21,25,26714,1409,6527,3000,13080,0,11,2004,991,1031,-454,-3,999,-48
31-Aug-21,26,26531,1430,6527,2900,13080,0,15,2004,992,1031,-454,-78,999,-54
31-Aug-21,27,26642,1449,6527,2740,13080,0,13,2005,991,1032,-454,-36,999,-12
31-Aug-21,28,26489,1468,6527,2720,13080,0,16,2004,991,1030,-454,-69,999,-9
31-Aug-21,29,26591,1488,6527,2430,13080,0,13,2004,991,1031,-454,-146,999,-56
31-Aug-21,30,26517,1508,6527,2180,13080,0,9,2003,991,1031,-454,-214,999,-58
31-Aug-21,31,26510,1515,6527,2010,13080,0,13,2003,992,1031,-454,-234,999,45
31-Aug-21,32,26886,1521,6527,1690,13080,0,14,2003,993,1031,-454,-144,999,51
31-Aug-21,33,27416,1517,6527,1410,13080,0,14,2003,992,1031,-454,-197,1018,2
31-Aug-21,34,28026,1512,6527,1150,13080,0,14,2003,992,1031,-454,-82,1019,-3
31-Aug-21,35,28752,1471,6527,929,13080,0,9,2003,992,1031,-454,-117,1018,0
31-Aug-21,36,29206,1430,6527,688,13080,0,9,2003,993,1031,-450,-16,1018,0
31-Aug-21,37,29309,1348,6527,454,13080,0,8,2003,992,1031,-365,0,1019,-1
31-Aug-21,38,29157,1266,6527,233,13080,0,11,2003,992,1030,-395,0,1019,-1
31-Aug-21,39,29067,1238,6527,71,13080,0,13,2003,992,1031,-426,0,1019,-1
31-Aug-21,40,29111,1210,6527,4,13080,0,13,2003,993,1030,-375,0,1019,-1
31-Aug-21,41,29231,1201,6527,1,13080,0,12,2003,991,1030,-335,0,1019,-1
31-Aug-21,42,28721,1192,6527,0,13080,0,10,2004,993,1031,-445,0,1019,-1
31-Aug-21,43,27618,1187,6527,0,13080,0,18,2004,992,1031,-403,0,1000,-1
31-Aug-21,44,26324,1181,6527,0,13080,0,15,2003,991,1031,-437,-46,999,-1
31-Aug-21,45,24782,1177,6527,0,13080,0,15,1860,925,1021,-346,-17,929,-1
31-Aug-21,46,23119,1172,6527,0,13080,0,294,1854,916,1020,-432,-140,926,-1
31-Aug-21,47,21562,1173,6527,0,13080,0,323,1568,783,794,-385,-154,785,-1
31-Aug-21,48,20468,1174,6527,0,13080,0,380,1556,773,785,-235,-7,779,-1
01-Sep-21,1,19472,1146,6527,0,13080,0,808,1557,774,785,-93,9,779,-1
01-Sep-21,2,18860,1117,6527,0,13080,0,1240,1557,774,785,-146,0,779,-1
01-Sep-21,3,18537,1109,6527,0,13080,0,1160,1557,774,785,-179,0,780,-1
01-Sep-21,4,18418,1100,6527,0,13080,0,1228,1557,774,785,-45,0,780,-1
01-Sep-21,5,18129,1096,6527,0,13080,0,1221,1557,773,785,-111,0,779,-1
01-Sep-21,6,17805,1092,6527,0,13080,0,1216,1557,773,785,-239,0,779,-1
01-Sep-21,7,17672,1094,6527,0,13080,0,1212,1558,773,785,-145,0,780,-1
01-Sep-21,8,17623,1096,6527,0,13080,0,1207,1558,773,785,-155,0,780,-1
01-Sep-21,9,17733,1100,6527,0,13080,0,1212,1557,774,786,-108,0,780,-1
01-Sep-21,10,17803,1103,6527,0,13080,0,1203,1557,775,785,-20,0,780,-1
01-Sep-21,11,18453,1096,6527,0,13080,0,1196,1653,819,589,82,37,728,-1
01-Sep-21,12,19190,1089,6527,0,13080,0,944,1657,826,545,194,0,726,-1
01-Sep-21,13,20499,1076,6527,0,13080,0,108,1992,978,-96,70,0,578,-1
01-Sep-21,14,22138,1063,6527,15,13080,0,85,2005,990,-104,-79,0,570,-1
01-Sep-21,15,24333,1080,6527,132,13080,0,18,1991,992,-104,-239,-57,132,-1
01-Sep-21,16,25867,1096,6527,343,13080,0,13,1990,991,-104,-298,-65,125,4
01-Sep-21,17,27255,1123,6527,626,13080,0,13,2004,991,502,-429,-191,828,37
01-Sep-21,18,27805,1150,6527,968,13080,0,12,2005,992,582,-453,-215,866,55
01-Sep-21,19,28206,1190,6527,1370,13080,0,12,2004,991,715,-454,-83,840,14
01-Sep-21,20,27883,1229,6527,1770,13080,0,13,2004,992,720,-454,-167,840,19
01-Sep-21,21,27715,1243,6527,2210,13080,0,13,2005,993,910,-454,-213,627,36
01-Sep-21,22,27630,1257,6527,2360,13080,0,10,2004,991,917,-454,-260,621,50
01-Sep-21,23,27722,1245,6527,2620,13080,0,10,2002,992,1027,-454,-148,985,-43
01-Sep-21,24,27632,1232,6527,2660,13080,0,7,2002,991,1030,-454,-107,999,-59
01-Sep-21,25,27832,1220,6527,2850,13080,0,9,2004,991,1031,-454,-43,999,40
01-Sep-21,26,27946,1207,6527,2850,13080,0,9,2004,992,1032,-454,-111,999,55
01-Sep-21,27,27768,1231,6527,2820,13080,0,8,2004,993,1033,-454,-263,999,19
01-Sep-21,28,27502,1255,6527,2750,13080,0,8,2004,993,1031,-454,-401,999,20
01-Sep-21,29,27413,1271,6527,2670,13080,0,10,2005,992,1030,-454,-426,999,49
01-Sep-21,30,27390,1286,6527,2630,13080,0,12,2004,993,1029,-454,-526,999,50
01-Sep-21,31,27274,1277,6527,2450,13080,0,12,2005,991,688,-454,-531,787,-56
01-Sep-21,32,27263,1268,6527,2140,13080,0,12,2005,992,673,-454,-491,779,-57
01-Sep-21,33,27177,1271,6527,1880,13080,0,16,2005,991,617,-454,-426,922,-13
01-Sep-21,34,27886,1273,6527,1750,13080,0,7,2004,992,615,-454,-335,927,-1
01-Sep-21,35,28671,1253,6527,1410,13080,0,3,2005,992,614,-454,-182,821,-1
01-Sep-21,36,28991,1233,6527,1010,13080,0,4,2004,993,614,-454,-37,818,-1
01-Sep-21,37,29297,1170,6527,642,13080,0,2,2004,992,690,-407,0,772,-1
01-Sep-21,38,29407,1106,6527,342,13080,0,0,2004,992,694,-414,0,771,-1
01-Sep-21,39,29659,1099,6527,105,13080,0,6,2004,993,1017,-333,0,1010,-1
01-Sep-21,40,29654,1091,6527,12,13080,0,10,2004,993,1031,-336,0,1019,-1
01-Sep-21,41,29629,1080,6527,3,13080,0,13,2004,992,983,-299,0,961,-1
01-Sep-21,42,29044,1068,6527,0,13080,0,14,2004,992,982,-429,-11,959,-1
01-Sep-21,43,27987,1063,6527,0,13080,0,11,2004,992,1029,-454,-128,998,-1
01-Sep-21,44,26571,1057,6527,0,13080,0,44,2004,993,1031,-454,-176,999,-1
01-Sep-21,45,25007,1051,6527,0,13080,0,540,2004,991,1031,-454,-95,999,-1
01-Sep-21,46,23319,1044,6527,0,13080,0,664,2004,992,1031,-454,-193,999,-1
01-Sep-21,47,21846,1033,6527,0,13080,0,850,1908,947,957,-386,-181,953,-1
01-Sep-21,48,20730,1021,6527,0,13080,0,942,1905,942,953,-235,-37,951,-1
02-Sep-21,1,19767,1046,6527,0,13080,0,984,1713,853,860,-125,0,856,-1
02-Sep-21,2,18954,1070,6527,0,13080,0,1219,1706,848,857,-173,0,852,-1
02-Sep-21,3,18752,1040,6527,0,13080,0,947,1707,848,858,-86,0,852,-1
02-Sep-21,4,18660,1010,6527,0,13080,0,1108,1707,848,857,-19,0,852,-1
02-Sep-21,5,18407,977,6527,0,13080,0,1211,1707,848,856,-37,-11,744,-1
02-Sep-21,6,17971,943,6527,0,13080,0,1192,1707,847,856,-150,-105,740,-1
02-Sep-21,7,17934,920,6527,0,13080,0,1192,1731,848,840,-62,-21,740,-1
02-Sep-21,8,17803,897,6527,0,13080,0,1181,1731,847,839,-34,0,740,-1
02-Sep-21,9,17893,873,6527,0,13080,0,1144,1708,848,856,-131,0,740,-1
02-Sep-21,10,18016,848,6527,0,13080,0,1179,1708,848,852,-99,0,740,-1
02-Sep-21,11,18613,838,6527,0,13080,0,902,1707,847,351,54,0,523,-1
02-Sep-21,12,19546,827,6527,0,13080,0,837,1706,850,319,156,0,515,-1
02-Sep-21,13,21172,816,6527,0,13080,0,300,1900,937,-97,42,0,231,-1
02-Sep-21,14,22874,804,6527,3,13080,0,86,1906,944,-104,-83,-14,220,-1
02-Sep-21,15,25330,817,6527,63,13080,0,23,2002,964,322,-242,-110,335,-1
02-Sep-21,16,26355,830,6527,223,13080,0,15,2006,966,368,-276,-21,341,-1
02-Sep-21,17,27538,884,6527,437,13080,0,15,2005,990,997,-412,0,725,-1
02-Sep-21,18,27969,937,6527,679,13080,0,10,2005,992,1031,-431,0,741,-29
02-Sep-21,19,28150,986,6527,966,13080,0,7,2004,991,1031,-436,0,989,-262
02-Sep-21,20,28044,1035,6527,1260,13080,0,13,2004,992,1030,-453,0,999,-319
02-Sep-21,21,27848,1092,6527,1580,13080,0,18,2004,991,1031,-400,0,999,-679
02-Sep-21,22,27779,1148,6527,1890,13080,0,13,2004,992,1031,-424,0,999,-895
02-Sep-21,23,27559,1168,6527,2290,13080,0,17,1190,993,1030,-324,54,999,-221
02-Sep-21,24,27260,1187,6527,2560,13080,0,18,1007,993,1030,-174,10,999,-1
02-Sep-21,25,27780,1194,6527,2910,13080,0,17,1716,992,1031,-109,0,999,-1
02-Sep-21,26,27551,1200,6527,3180,13080,0,17,2003,992,1031,-145,0,999,-703
02-Sep-21,27,26602,1214,6527,3430,13080,0,13,2003,992,1032,-239,-63,999,-1453
02-Sep-21,28,25817,1228,6527,3650,13080,0,10,2003,993,1031,-255,-145,999,-1453
02-Sep-21,29,25558,1226,6527,3900,13080,0,8,2003,992,1031,-271,-285,999,-1453
02-Sep-21,30,25385,1224,6527,3940,13080,0,12,2003,992,1031,-268,-305,999,-1454
02-Sep-21,31,25496,1221,6527,3770,13080,0,17,2004,992,1032,-323,-223,999,-1454
02-Sep-21,32,25716,1217,6527,3400,13080,0,16,2004,992,1031,-354,-175,999,-1413
02-Sep-21,33,26567,1207,6527,3030,13080,0,14,2004,992,1032,-254,-226,1018,-886
02-Sep-21,34,27419,1197,6527,2680,13080,0,17,2003,992,1031,-295,-94,1019,-698
02-Sep-21,35,28036,1141,6527,2100,13080,0,12,2004,992,1031,-279,-45,751,-334
02-Sep-21,36,28935,1084,6527,1500,13080,0,6,2004,992,1031,-147,0,740,-271
02-Sep-21,37,29078,991,6527,904,13080,0,4,2004,992,1031,-161,0,741,-39
02-Sep-21,38,29146,898,6527,429,13080,0,5,2004,992,1031,-94,-47,740,-4
02-Sep-21,39,29098,850,6527,116,13080,0,6,2004,991,1032,12,-3,740,0
02-Sep-21,40,29240,802,6527,9,13080,0,6,2004,991,1031,55,0,740,-1
02-Sep-21,41,29477,784,6527,2,13080,0,6,2004,992,1030,88,8,896,-1
02-Sep-21,42,28930,766,6527,0,13080,0,9,2004,992,1032,-62,-61,901,-1
02-Sep-21,43,27875,768,6527,0,13080,0,18,2004,992,1031,-202,-58,996,-1
02-Sep-21,44,26902,769,6527,0,13080,0,21,2003,992,1031,-285,-136,999,-1
02-Sep-21,45,25428,759,6527,0,13080,0,583,2004,992,978,-336,-45,970,-1
02-Sep-21,46,23870,749,6527,0,13080,0,659,2004,992,976,-416,-140,969,-1
02-Sep-21,47,22397,741,6527,0,13080,0,1110,2004,992,1002,-448,-154,998,-1
02-Sep-21,48,21130,732,6527,0,13080,0,1222,2004,989,1003,-362,-21,999,-1
03-Sep-21,1,20077,731,6527,0,13080,0,1080,1813,901,910,-405,-5,905,-1
03-Sep-21,2,19509,730,6527,0,13080,0,1093,1807,895,906,-430,-101,901,-1
03-Sep-21,3,19235,728,6527,0,13080,0,1195,1807,895,906,-403,-91,901,-1
03-Sep-21,4,19089,725,6527,0,13080,0,1150,1806,895,906,-403,-1,901,-1
03-Sep-21,5,18815,713,6527,0,13080,0,923,1807,895,905,-403,-40,746,-1
03-Sep-21,6,18295,700,6527,0,13080,0,1164,1807,895,905,-403,-71,740,-1
03-Sep-21,7,18284,692,6527,0,13080,0,1179,1807,895,905,-403,-1,740,-1
03-Sep-21,8,18095,684,6527,0,13080,0,1172,1807,895,905,-403,-42,740,-1
03-Sep-21,9,18136,673,6527,0,13080,0,1166,1792,895,905,-403,-112,740,-1
03-Sep-21,10,18353,661,6527,0,13080,0,1160,1792,896,905,-395,-69,737,-1
03-Sep-21,11,18901,672,6527,0,13080,0,1112,1903,941,703,-318,-106,271,-1
03-Sep-21,12,19666,682,6527,0,13080,0,1061,1907,946,695,-173,-11,250,-1
03-Sep-21,13,21391,694,6527,0,13080,0,608,2002,989,598,-217,0,236,-1
03-Sep-21,14,22897,705,6527,19,13080,0,521,2005,992,596,-263,-1,239,-1
03-Sep-21,15,25035,691,6527,140,13080,0,26,2004,992,985,-361,-69,719,-1
03-Sep-21,16,26270,676,6527,366,13080,0,17,2003,991,1003,-248,-65,741,-3
03-Sep-21,17,27042,684,6527,649,13080,0,15,2003,991,1003,-193,-104,987,51
03-Sep-21,18,27720,691,6527,1080,13080,0,7,2003,992,1003,-165,-104,996,35
03-Sep-21,19,27827,700,6527,1570,13080,0,8,2003,992,1003,-177,-103,999,-38
03-Sep-21,20,27479,708,6527,2010,13080,0,14,2003,992,1003,-164,-104,999,-60
03-Sep-21,21,27100,704,6527,2370,13080,0,17,2004,992,1003,-255,-172,999,-26
03-Sep-21,22,26807,700,6527,2840,13080,0,17,2004,992,1003,-315,-235,999,-25
03-Sep-21,23,26709,685,6527,3320,13080,0,11,2004,992,1003,-421,-276,999,-6
03-Sep-21,24,26387,669,6527,3710,13080,0,14,2003,992,1003,-453,-345,999,-1
03-Sep-21,25,26249,671,6527,3770,13080,0,17,2003,992,1003,-453,-319,999,-1
03-Sep-21,26,26342,672,6527,4010,13080,0,13,2004,992,1003,-454,-311,999,-1
03-Sep-21,27,26192,671,6527,4030,13080,0,9,2004,992,1003,-454,-367,999,-1
03-Sep-21,28,25484,669,6527,4230,13080,0,8,2003,992,1003,-454,-434,999,-1
03-Sep-21,29,25205,678,6527,4190,13080,0,9,2003,992,1003,-454,-455,999,-1
03-Sep-21,30,25067,687,6527,4190,13080,0,9,2003,992,1003,-454,-444,999,-1
03-Sep-21,31,24908,709,6527,4060,13080,0,9,2003,992,1003,-454,-379,999,-1
03-Sep-21,32,25212,730,6527,3730,13080,0,9,2003,992,1003,-454,-373,999,-1
03-Sep-21,33,25697,758,6527,3260,13080,0,7,2003,992,1004,-452,-435,1018,-1
03-Sep-21,34,26538,786,6527,2840,13080,0,14,2003,992,1003,-383,-359,1019,-1
03-Sep-21,35,27207,808,6527,2190,13080,0,9,2003,992,1003,-443,-267,1019,-1
03-Sep-21,36,27691,830,6527,1530,13080,0,8,2003,992,1003,-342,-234,1019,-1
03-Sep-21,37,28007,816,6527,951,13080,0,4,2003,992,1003,-193,-207,1019,-1
03-Sep-21,38,28233,802,6527,456,13080,0,6,2003,992,1003,-216,-207,1019,-1
03-Sep-21,39,28337,798,6527,123,13080,0,6,2003,992,1003,-327,-208,1019,-1
03-Sep-21,40,28267,793,6527,6,13080,0,6,2003,992,1004,-272,-210,1019,-1
03-Sep-21,41,28280,792,6527,1,13080,0,6,2003,992,1002,-296,-209,1019,-1
03-Sep-21,42,27678,790,6527,0,13080,0,8,2003,992,1003,-430,-223,1019,-1
03-Sep-21,43,26797,785,6527,0,13080,0,12,2003,992,1003,-453,-306,1000,-1
03-Sep-21,44,25729,779,6527,0,13080,0,7,2003,992,1003,-443,-375,999,-1
03-Sep-21,45,24697,762,6527,0,13080,0,5,2004,992,1002,-453,-506,999,-1
03-Sep-21,46,23226,744,6527,0,13080,0,8,2003,989,1003,-454,-502,999,-1
03-Sep-21,47,21851,738,6527,0,13080,0,10,1813,901,910,-386,-416,905,-1
03-Sep-21,48,20674,731,6527,0,13080,0,82,1806,894,907,-324,-264,901,-1
04-Sep-21,1,19636,721,6527,0,13080,0,87,1691,841,849,-365,-112,845,-1
04-Sep-21,2,19038,710,6527,0,13080,0,89,1687,838,847,-452,-15,844,-1
04-Sep-21,3,18569,694,6527,0,13080,0,241,1687,837,848,-422,0,843,-1
04-Sep-21,4,18314,678,6527,0,13080,0,368,1687,838,848,-415,0,843,-1
04-Sep-21,5,17902,664,6527,0,13080,0,603,1687,837,847,-411,0,843,-1
04-Sep-21,6,17635,649,6527,0,13080,0,778,1687,836,847,-451,0,843,-1
04-Sep-21,7,17312,634,6527,0,13080,0,919,1611,801,808,-383,0,805,-1
04-Sep-21,8,17136,618,6527,0,13080,0,910,1608,799,807,-447,-36,803,-1
04-Sep-21,9,17143,629,6527,0,13080,0,910,1608,798,807,-400,0,803,-1
04-Sep-21,10,17148,640,6527,0,13080,0,908,1609,798,808,-394,0,803,-1
04-Sep-21,11,17352,645,6527,0,13080,0,894,1608,798,807,-453,-59,803,-1
04-Sep-21,12,17709,650,6527,0,13080,0,824,1608,799,807,-449,-4,803,-1
04-Sep-21,13,18526,664,6527,0,13080,0,345,1684,835,845,-385,0,842,-1
04-Sep-21,14,19035,678,6527,28,13080,0,278,1687,839,847,-359,-4,843,-1
04-Sep-21,15,20332,680,6527,210,13080,0,14,1706,892,857,-431,-94,852,-1
04-Sep-21,16,21282,682,6527,550,13080,0,9,1707,895,857,-339,-77,852,-1
04-Sep-21,17,22507,706,6527,1000,13080,0,8,1802,895,905,-430,-210,899,-1
04-Sep-21,18,23112,730,6527,1540,13080,0,4,1806,898,906,-453,-307,901,-1
04-Sep-21,19,23574,748,6527,2130,13080,0,4,1996,985,999,-453,-270,995,-1
04-Sep-21,20,23635,765,6527,2650,13080,0,4,2004,992,1003,-454,-353,999,-1
04-Sep-21,21,23431,782,6527,3300,13080,0,4,2004,992,1003,-454,-387,999,-1
04-Sep-21,22,23186,799,6527,3630,13080,0,4,2004,992,1003,-454,-440,998,-1
04-Sep-21,23,22829,794,6527,3970,13080,0,4,2004,992,1002,-454,-492,702,-1
04-Sep-21,24,22669,789,6527,4000,13080,0,4,2004,992,1003,-454,-520,690,-1
04-Sep-21,25,22693,791,6527,4150,13080,0,4,2004,992,1003,-454,-472,751,-1
04-Sep-21,26,22549,792,6527,4260,13080,0,4,2004,992,1003,-454,-458,753,-1
04-Sep-21,27,22310,792,6527,4400,13080,0,4,2004,992,1003,-454,-530,517,-1
04-Sep-21,28,21966,792,6527,4240,13080,0,4,2005,992,1004,-454,-505,512,-1
04-Sep-21,29,21838,800,6527,3880,13080,0,4,2004,992,1003,-454,-374,978,-1
04-Sep-21,30,21741,808,6527,3700,13080,0,4,2003,992,1003,-454,-356,999,-1
04-Sep-21,31,21767,799,6527,3590,13080,0,4,2004,992,1003,-454,-311,999,-1
04-Sep-21,32,22013,789,6527,3040,13080,0,5,2003,992,1003,-454,-347,999,-1
04-Sep-21,33,22760,805,6527,2650,13080,0,8,2003,992,1003,-454,-213,999,-1
04-Sep-21,34,23328,820,6527,2240,13080,0,9,2003,992,1004,-454,-94,999,-1
04-Sep-21,35,24241,812,6527,1740,13080,0,8,2003,992,1031,-454,-135,1019,-1
04-Sep-21,36,25060,803,6527,1290,13080,0,12,2003,992,1031,-454,-69,1019,-1
04-Sep-21,37,25747,775,6527,816,13080,0,8,2004,992,1030,-453,-6,1019,-1
04-Sep-21,38,25830,747,6527,434,13080,0,10,2003,992,1031,-439,0,1019,-1
