SETTLEMENT_DATE,SETTLEMENT_PERIOD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW
17-Sep-21,14,23522,1573,6527,5,13080,0,14,0,-91,-134,155,64,-90,1
17-Sep-21,15,25744,1576,6527,183,13080,0,9,0,831,367,27,-52,728,1
17-Sep-21,16,26764,1578,6527,668,13080,0,10,0,897,412,-72,-9,778,11
17-Sep-21,17,27319,1621,6527,1230,13080,0,13,0,986,196,-37,0,945,123
17-Sep-21,18,27345,1664,6527,1920,13080,0,12,0,982,188,-134,0,950,174
17-Sep-21,19,27604,1719,6527,2520,13080,0,13,0,610,448,-150,0,848,639
17-Sep-21,20,27491,1773,6527,3400,13080,0,13,0,582,439,-288,0,844,700
17-Sep-21,21,26579,1816,6527,3770,13080,0,12,0,491,-126,-426,0,557,733
17-Sep-21,22,26080,1859,6527,4160,13080,0,17,0,483,-135,-453,-74,545,737
17-Sep-21,23,26267,1862,6527,4750,13080,0,17,0,427,719,-455,-187,662,1234
17-Sep-21,24,26058,1865,6527,4670,13080,0,15,0,424,884,-455,-339,666,1299
17-Sep-21,25,26127,1863,6527,4850,13080,0,13,0,463,862,-455,-486,838,1306
17-Sep-21,26,25973,1861,6527,5020,13080,0,13,0,479,862,-455,-531,844,1306
17-Sep-21,27,25617,1846,6527,4980,13080,0,13,0,947,1025,-455,-531,970,1308
17-Sep-21,28,25276,1831,6527,4810,13080,0,12,0,973,1031,-455,-531,974,1309
17-Sep-21,29,25133,1798,6527,4260,13080,0,13,0,741,876,-455,-531,855,1308
17-Sep-21,30,25038,1765,6527,3750,13080,0,13,0,724,871,-455,-531,849,1292
17-Sep-21,31,25232,1701,6527,3490,13080,0,12,0,678,1025,-455,-531,554,1194
17-Sep-21,32,25844,1636,6527,3270,13080,0,13,0,683,1031,-455,-509,542,1194
17-Sep-21,33,26585,1566,6527,2820,13080,0,14,0,972,1031,-448,-374,733,1194
17-Sep-21,34,27606,1495,6527,2110,13080,0,14,0,992,1031,-337,-222,741,1168
17-Sep-21,35,28274,1380,6527,1560,13080,0,10,0,992,1031,-286,-109,1009,839
17-Sep-21,36,28276,1265,6527,949,13080,0,10,0,992,1030,-165,-103,1019,758
17-Sep-21,37,28263,1171,6527,495,13080,0,6,0,992,1030,-187,-104,971,259
17-Sep-21,38,28255,1077,6527,134,13080,0,6,0,992,1031,-63,-104,969,184
17-Sep-21,39,28489,994,6527,6,13080,0,4,0,992,1031,12,-41,911,18
17-Sep-21,40,28645,910,6527,2,13080,0,2,0,992,1030,14,0,909,0
17-Sep-21,41,28088,843,6527,0,13080,0,6,0,992,1031,14,61,1016,0
17-Sep-21,42,27286,775,6527,0,13080,0,7,0,992,1031,-82,20,1019,-1
17-Sep-21,43,26211,716,6527,0,13080,0,10,0,992,1031,-246,-53,1000,-2
17-Sep-21,44,25337,657,6527,0,13080,0,10,0,990,1029,-361,-10,999,-3
17-Sep-21,45,24372,606,6527,0,13080,0,9,0,912,921,-446,0,941,-3
17-Sep-21,46,23124,554,6527,0,13080,0,10,0,908,917,-405,0,938,-3
17-Sep-21,47,21951,519,6527,0,13080,0,10,0,942,952,-345,-50,951,-3
17-Sep-21,48,20864,484,6527,0,13080,0,10,0,944,953,-199,-6,951,-3
18-Sep-21,1,20051,442,6527,0,13080,0,83,0,944,953,-196,0,950,-3
18-Sep-21,2,19471,400,6527,0,13080,0,87,0,944,953,-258,0,950,-3
18-Sep-21,3,18839,379,6527,0,13080,0,684,0,944,953,-147,0,950,-3
18-Sep-21,4,18615,358,6527,0,13080,0,896,0,943,953,-146,0,950,-3
18-Sep-21,5,18276,343,6527,0,13080,0,893,0,898,907,-116,0,902,-3
18-Sep-21,6,17929,327,6527,0,13080,0,899,0,895,905,-144,0,900,-3
18-Sep-21,7,17665,310,6527,0,13080,0,893,0,895,905,-115,0,900,-3
18-Sep-21,8,17521,292,6527,0,13080,0,883,0,895,905,-135,0,900,-3
18-Sep-21,9,17470,282,6527,0,13080,0,796,0,895,905,-101,-9,900,-3
18-Sep-21,10,17414,272,6527,0,13080,0,609,0,895,904,-242,-89,900,-3
18-Sep-21,11,17700,271,6527,0,13080,0,257,0,895,902,-315,-8,901,-3
18-Sep-21,12,18091,269,6527,0,13080,0,81,0,896,901,-178,0,901,-3
18-Sep-21,13,19100,264,6527,0,13080,0,16,0,941,951,-87,0,949,-3
18-Sep-21,14,19683,259,6527,2,13080,0,10,0,946,954,-114,0,951,-3
18-Sep-21,15,20831,252,6527,142,13080,0,10,0,989,901,-247,0,997,-3
18-Sep-21,16,21934,244,6527,568,13080,0,10,0,992,898,-176,-65,999,-3
18-Sep-21,17,22890,250,6527,1120,13080,0,5,0,992,1027,-171,-170,999,-3
18-Sep-21,18,23310,255,6527,1810,13080,0,3,0,992,1031,-137,-198,999,-3
18-Sep-21,19,23173,263,6527,2610,13080,0,7,0,992,1032,-31,-198,999,-3
18-Sep-21,20,22728,270,6527,3430,13080,0,8,0,992,1030,-96,-198,999,-3
18-Sep-21,21,22589,287,6527,4080,13080,0,8,0,992,1031,-37,-175,999,-3
18-Sep-21,22,22389,304,6527,5080,13080,0,9,0,992,1031,-114,-79,999,-3
18-Sep-21,23,22013,324,6527,5760,13080,0,8,0,992,1030,-98,0,999,-3
18-Sep-21,24,21820,343,6527,5830,13080,0,8,0,992,1031,-100,0,999,-3
18-Sep-21,25,21835,373,6527,6020,13080,0,3,0,992,1030,-249,0,999,-3
18-Sep-21,26,21994,402,6527,5650,13080,0,6,0,992,1031,-238,0,999,-3
18-Sep-21,27,22111,431,6527,5150,13080,0,7,0,992,1032,-258,-81,999,-3
18-Sep-21,28,21971,459,6527,4700,13080,0,9,0,992,1031,-387,-183,999,-3
18-Sep-21,29,22008,484,6527,4320,13080,0,8,0,992,1030,-319,-86,999,-3
18-Sep-21,30,22015,509,6527,3710,13080,0,8,0,992,1031,-363,-160,999,-3
18-Sep-21,31,22475,528,6527,3320,13080,0,7,0,992,1030,-378,-61,999,-3
18-Sep-21,32,22962,547,6527,2750,13080,0,9,0,992,1031,-250,-13,999,-3
18-Sep-21,33,23622,570,6527,2310,13080,0,9,0,992,1031,-100,-109,1018,-3
18-Sep-21,34,24079,592,6527,1820,13080,0,9,0,992,1030,16,-21,1019,-3
18-Sep-21,35,25057,591,6527,1360,13080,0,10,0,992,1031,94,0,985,-3
18-Sep-21,36,25749,590,6527,881,13080,0,8,0,992,1030,102,0,983,-3
18-Sep-21,37,26073,594,6527,423,13080,0,11,0,992,1031,102,0,1018,-3
18-Sep-21,38,26530,597,6527,90,13080,0,7,0,992,1031,102,0,1019,-3
18-Sep-21,39,27177,629,6527,5,13080,0,6,0,992,1031,102,0,1019,-3
18-Sep-21,40,27072,661,6527,2,13080,0,7,0,992,1032,102,0,1019,-3
18-Sep-21,41,26706,684,6527,0,13080,0,8,0,992,1031,102,56,1019,-3
18-Sep-21,42,25801,707,6527,0,13080,0,8,0,992,1030,59,25,1019,-3
18-Sep-21,43,24891,734,6527,0,13080,0,8,0,992,1003,96,109,1000,-3
18-Sep-21,44,23893,761,6527,0,13080,0,8,0,992,998,43,19,999,-3
18-Sep-21,45,22787,758,6527,0,13080,0,8,0,992,457,163,0,999,-3
18-Sep-21,46,21676,754,6527,0,13080,0,8,0,989,433,95,0,999,-3
18-Sep-21,47,20465,747,6527,0,13080,0,11,0,888,882,-57,-60,822,-3
18-Sep-21,48,19497,740,6527,0,13080,0,145,0,881,903,-204,-59,816,-3
19-Sep-21,1,18794,754,6527,0,13080,0,284,0,881,902,-193,0,886,-3
19-Sep-21,2,18244,767,6527,0,13080,0,514,0,880,902,-238,0,888,-3
19-Sep-21,3,17851,781,6527,0,13080,0,749,0,835,855,-326,0,841,-3
19-Sep-21,4,17636,795,6527,0,13080,0,784,0,832,853,-314,0,840,-3
19-Sep-21,5,17154,793,6527,0,13080,0,804,0,832,853,-223,0,839,-3
19-Sep-21,6,16697,791,6527,0,13080,0,818,0,831,853,-332,0,839,-3
19-Sep-21,7,16433,795,6527,0,13080,0,803,0,786,807,-271,0,792,-3
19-Sep-21,8,16237,799,6527,0,13080,0,751,0,783,806,-278,0,790,-3
19-Sep-21,9,16154,816,6527,0,13080,0,726,0,783,806,-254,0,790,-3
19-Sep-21,10,16201,833,6527,0,13080,0,823,0,783,805,-262,0,790,-3
19-Sep-21,11,16335,812,6527,0,13080,0,693,0,783,806,-273,0,790,-3
19-Sep-21,12,16561,790,6527,0,13080,0,794,0,784,806,-161,0,790,-3
19-Sep-21,13,17312,773,6527,0,13080,0,612,0,829,853,-213,0,838,-3
19-Sep-21,14,17822,756,6527,0,13080,0,507,0,834,854,-286,0,839,-3
19-Sep-21,15,18610,708,6527,55,13080,0,45,0,878,902,-290,0,886,-3
19-Sep-21,16,19573,660,6527,259,13080,0,10,0,884,903,-179,0,888,-3
19-Sep-21,17,20723,637,6527,625,13080,0,8,0,985,1027,-211,0,995,-3
19-Sep-21,18,21628,614,6527,1100,13080,0,8,0,992,1031,-190,0,999,-3
19-Sep-21,19,22535,607,6527,1540,13080,0,8,0,992,1032,-220,0,999,-3
19-Sep-21,20,23048,600,6527,2470,13080,0,8,0,992,1031,-225,0,999,-3
19-Sep-21,21,23249,621,6527,2770,13080,0,8,0,992,1031,-76,0,999,-3
19-Sep-21,22,23203,641,6527,3100,13080,0,8,0,992,1031,-34,0,999,-3
19-Sep-21,23,23237,661,6527,3500,13080,0,8,0,992,1031,-60,0,904,-3
19-Sep-21,24,23395,680,6527,3910,13080,0,8,0,992,1031,-95,-11,900,-3
19-Sep-21,25,23590,721,6527,4050,13080,0,10,0,992,1030,12,0,996,-3
19-Sep-21,26,23551,761,6527,3940,13080,0,8,0,992,1031,-82,0,999,-3
19-Sep-21,27,23354,776,6527,3910,13080,0,8,0,992,1030,-190,0,999,-3
19-Sep-21,28,23031,791,6527,4030,13080,0,8,0,992,1031,-304,0,999,-3
19-Sep-21,29,22844,809,6527,4140,13080,0,8,0,992,1030,-201,0,999,-3
19-Sep-21,30,22690,827,6527,3920,13080,0,8,0,992,1031,-182,0,999,-3
19-Sep-21,31,23113,834,6527,3460,13080,0,9,0,992,1031,-214,0,999,-3
19-Sep-21,32,23528,841,6527,3140,13080,0,9,0,992,1031,-72,-13,999,-3
19-Sep-21,33,24502,831,6527,2410,13080,0,7,0,992,1031,25,-109,955,-3
19-Sep-21,34,25622,821,6527,1920,13080,0,10,0,992,1031,134,-21,953,-3
19-Sep-21,35,26701,738,6527,1510,13080,0,1,0,992,1032,152,0,774,-3
19-Sep-21,36,27065,654,6527,1120,13080,0,1,0,992,1031,152,0,767,-3
19-Sep-21,37,27229,607,6527,661,13080,0,0,0,992,1030,152,0,780,-3
19-Sep-21,38,27431,560,6527,189,13080,0,0,0,992,1030,145,0,780,-3
19-Sep-21,39,27564,561,6527,10,13080,0,0,0,992,793,101,0,868,-3
19-Sep-21,40,27548,561,6527,2,13080,0,1,0,992,783,101,0,871,-3
19-Sep-21,41,27053,551,6527,0,13080,0,5,0,992,819,97,0,855,-3
19-Sep-21,42,26423,540,6527,0,13080,0,8,0,986,820,23,0,854,-3
19-Sep-21,43,25469,543,6527,0,13080,0,9,0,763,859,-81,-5,723,-3
19-Sep-21,44,24165,545,6527,0,13080,0,9,0,750,861,-231,-58,718,-3
19-Sep-21,45,23007,536,6527,0,13080,0,7,0,827,923,-277,12,707,-3
19-Sep-21,46,21704,526,6527,0,13080,0,9,0,837,925,-412,0,706,-3
19-Sep-21,47,20400,522,6527,0,13080,0,8,0,982,663,-385,0,904,-3
19-Sep-21,48,19344,517,6527,0,13080,0,7,0,991,653,-279,0,911,-3
20-Sep-21,1,18684,500,6527,0,13080,0,281,0,947,979,-395,-65,943,-3
20-Sep-21,2,18147,482,6527,0,13080,0,357,0,943,992,-452,-43,944,-3
20-Sep-21,3,17763,485,6527,0,13080,0,630,0,943,954,-360,0,951,-3
20-Sep-21,4,17745,487,6527,0,13080,0,765,0,940,953,-276,0,951,-3
20-Sep-21,5,17375,494,6527,0,13080,0,741,0,830,891,-229,0,951,-3
20-Sep-21,6,17100,500,6527,0,13080,0,761,0,816,890,-276,0,951,-3
20-Sep-21,7,17042,507,6527,0,13080,0,744,0,551,880,-335,0,951,-3
20-Sep-21,8,16923,513,6527,0,13080,0,768,0,523,880,-347,0,951,-3
20-Sep-21,9,16914,533,6527,0,13080,0,751,0,145,762,-239,-11,903,-1
20-Sep-21,10,17049,552,6527,0,13080,0,561,0,127,689,-226,-101,880,-1
20-Sep-21,11,17545,569,6527,0,13080,0,97,0,403,-96,-83,-17,41,-1
20-Sep-21,12,18663,585,6527,0,13080,0,15,0,421,-104,50,36,-13,-1
20-Sep-21,13,21213,606,6527,0,13080,0,12,0,403,669,-67,-35,247,-1
20-Sep-21,14,23259,626,6527,1,13080,0,8,0,415,811,-39,36,261,-1
20-Sep-21,15,25835,614,6527,112,13080,0,9,0,887,1014,-129,-53,758,-1
20-Sep-21,16,26931,601,6527,575,13080,0,11,0,920,1021,-40,-10,780,-1
20-Sep-21,17,27315,623,6527,1210,13080,0,12,0,988,1031,-28,0,991,-1
20-Sep-21,18,27258,644,6527,1850,13080,0,12,0,992,1030,-144,0,999,-1
20-Sep-21,19,27341,666,6527,2620,13080,0,12,0,992,1032,-200,0,999,-1
20-Sep-21,20,26755,688,6527,3390,13080,0,13,0,989,1030,-214,0,998,-1
20-Sep-21,21,26069,736,6527,4120,13080,0,12,0,900,1031,-219,0,654,-1
20-Sep-21,22,25524,784,6527,4770,13080,0,12,0,886,1030,-291,0,640,-1
20-Sep-21,23,25130,833,6527,5290,13080,0,12,0,567,1030,-376,0,762,-1
20-Sep-21,24,25183,882,6527,5690,13080,0,12,0,547,1031,-453,-16,766,-1
20-Sep-21,25,25317,935,6527,5980,13080,0,10,0,580,1030,-453,-68,860,-1
20-Sep-21,26,25184,988,6527,6140,13080,0,8,0,588,1031,-453,-54,863,-1
20-Sep-21,27,25222,1026,6527,6170,13080,0,6,0,797,1030,-453,-6,970,-1
20-Sep-21,28,24974,1064,6527,5910,13080,0,4,0,814,1031,-421,0,974,-1
20-Sep-21,29,24560,1108,6527,5550,13080,0,4,0,889,1028,-281,0,967,-1
20-Sep-21,30,24391,1152,6527,5350,13080,0,4,0,896,1028,-293,0,966,-1
20-Sep-21,31,24457,1187,6527,4920,13080,0,4,0,978,1004,-361,0,974,-1
20-Sep-21,32,25157,1221,6527,4350,13080,0,4,0,984,1002,-226,0,974,-1
20-Sep-21,33,26290,1192,6527,3740,13080,0,8,0,992,1030,-127,0,1018,-1
20-Sep-21,34,27566,1163,6527,3000,13080,0,11,0,992,1026,-23,0,1019,-1
20-Sep-21,35,28575,1108,6527,2220,13080,0,5,0,992,564,-45,0,750,-1
20-Sep-21,36,29748,1053,6527,1450,13080,0,2,0,992,541,-19,0,741,-1
20-Sep-21,37,30150,1016,6527,681,13080,0,1,0,992,397,-19,0,740,-1
20-Sep-21,38,30423,979,6527,147,13080,0,0,0,992,392,-19,0,741,-1
20-Sep-21,39,30532,980,6527,5,13080,0,0,0,992,441,-19,0,1009,-1
20-Sep-21,40,30477,980,6527,3,13080,0,0,0,992,444,-19,0,1019,-1
20-Sep-21,41,29600,959,6527,0,13080,0,2,0,992,807,-19,0,1019,-2
20-Sep-21,42,28625,938,6527,0,13080,0,8,0,992,822,-84,-37,1019,-3
20-Sep-21,43,27611,914,6527,0,13080,0,14,0,992,1022,-56,-14,1000,-3
20-Sep-21,44,26077,890,6527,0,13080,0,17,0,991,1031,-193,-116,999,-3
20-Sep-21,45,24677,872,6527,0,13080,0,14,0,945,957,-304,-47,748,-3
20-Sep-21,46,23058,853,6527,0,13080,0,11,0,940,953,-433,-151,738,-3
20-Sep-21,47,21474,842,6527,0,13080,0,83,0,854,859,-385,-165,849,-3
20-Sep-21,48,20259,831,6527,0,13080,0,88,0,848,856,-241,-27,853,-3
21-Sep-21,1,19428,829,6527,0,13080,0,551,0,848,856,-106,0,853,-3
21-Sep-21,2,19009,826,6527,0,13080,0,631,0,848,856,-185,0,853,-3
21-Sep-21,3,18675,798,6527,0,13080,0,652,0,847,856,-295,0,853,-3
21-Sep-21,4,18544,770,6527,0,13080,0,912,0,846,857,-194,0,853,-3
21-Sep-21,5,18327,752,6527,0,13080,0,906,0,848,856,-199,0,834,-3
21-Sep-21,6,17994,733,6527,0,13080,0,905,0,848,857,-279,0,833,-3
21-Sep-21,7,17830,712,6527,0,13080,0,905,0,848,857,-185,0,791,-3
21-Sep-21,8,17648,690,6527,0,13080,0,898,0,848,857,-225,0,789,-3
21-Sep-21,9,17714,707,6527,0,13080,0,893,0,848,856,-88,0,812,-3
21-Sep-21,10,17932,723,6527,0,13080,0,804,0,850,851,-86,0,796,-3
21-Sep-21,11,18654,709,6527,0,13080,0,148,0,924,300,-141,0,4,-1
21-Sep-21,12,19607,694,6527,0,13080,0,86,0,930,281,-52,0,-44,-1
21-Sep-21,13,21878,677,6527,0,13080,0,86,0,960,918,25,0,-2,-1
21-Sep-21,14,23964,660,6527,2,13080,0,85,0,963,954,-84,-14,0,-1
21-Sep-21,15,26255,634,6527,127,13080,0,20,0,990,1029,-233,-109,0,-1
21-Sep-21,16,26689,607,6527,543,13080,0,14,0,992,1031,-229,-21,0,3
21-Sep-21,17,27129,618,6527,1080,13080,0,12,0,992,1031,-357,0,0,34
21-Sep-21,18,27223,628,6527,1790,13080,0,9,0,992,1031,-387,-15,0,-8
21-Sep-21,19,27357,659,6527,2900,13080,0,7,0,992,1030,-273,0,0,-8
21-Sep-21,20,26648,689,6527,3950,13080,0,8,0,992,1031,-353,0,0,43
21-Sep-21,21,26114,773,6527,4790,13080,0,9,0,992,1031,-278,0,0,57
21-Sep-21,22,25602,856,6527,5370,13080,0,8,0,992,1031,-378,0,0,53
21-Sep-21,23,25117,915,6527,5740,13080,0,7,0,992,1030,-453,-65,0,4
21-Sep-21,24,24824,974,6527,6020,13080,0,7,0,992,1031,-428,-94,0,-1
21-Sep-21,25,24846,1055,6527,6100,13080,0,8,0,992,1031,-388,-1,0,-1
21-Sep-21,26,24939,1136,6527,6150,13080,0,7,0,992,1031,-423,-14,0,-1
21-Sep-21,27,24842,1234,6527,5950,13080,0,8,0,992,1031,-385,-14,0,-1
21-Sep-21,28,24733,1332,6527,5720,13080,0,7,0,992,1031,-452,-108,0,-1
21-Sep-21,29,24884,1415,6527,5420,13080,0,48,0,992,1030,-389,-20,0,-1
21-Sep-21,30,24955,1497,6527,4940,13080,0,68,0,992,1031,-413,-11,0,-1
21-Sep-21,31,24969,1548,6527,4720,13080,0,68,0,992,985,-433,-105,0,-1
21-Sep-21,32,25798,1599,6527,4200,13080,0,68,0,992,982,-300,-26,0,-1
21-Sep-21,33,26717,1561,6527,3470,13080,0,67,0,992,953,-150,-85,0,-1
21-Sep-21,34,27929,1523,6527,2840,13080,0,66,0,992,954,-10,-8,0,-1
21-Sep-21,35,28792,1479,6527,1990,13080,0,63,0,992,1029,14,0,0,-1
21-Sep-21,36,29547,1434,6527,1210,13080,0,17,0,992,1031,14,0,0,-1
21-Sep-21,37,29722,1420,6527,560,13080,0,7,0,992,1030,14,0,0,-2
21-Sep-21,38,29918,1406,6527,103,13080,0,7,0,992,1031,14,0,0,-3
21-Sep-21,39,30004,1444,6527,3,13080,0,4,0,992,1030,14,0,0,-3
21-Sep-21,40,30200,1482,6527,0,13080,0,3,0,992,1032,14,0,0,-3
21-Sep-21,41,29393,1518,6527,0,13080,0,11,0,992,1032,14,0,0,-3
21-Sep-21,42,28355,1554,6527,0,13080,0,9,0,992,1030,-31,0,0,-3
21-Sep-21,43,27377,1599,6527,0,13080,0,11,0,992,1030,12,0,0,-3
21-Sep-21,44,25898,1644,6527,0,13080,0,13,0,990,1031,-52,0,0,-3
21-Sep-21,45,24452,1693,6527,0,13080,0,9,0,946,954,37,56,0,-3
21-Sep-21,46,22869,1742,6527,0,13080,0,9,0,941,951,104,11,0,-3
21-Sep-21,47,21475,1773,6527,0,13080,0,11,0,854,854,206,56,0,-3
21-Sep-21,48,20022,1804,6527,0,13080,0,14,0,844,851,347,11,0,-3
22-Sep-21,1,19281,1796,6527,0,13080,0,12,0,712,717,350,0,0,-3
22-Sep-21,2,18697,1787,6527,0,13080,0,16,0,703,712,280,0,0,-3
22-Sep-21,3,18272,1810,6527,0,13080,0,354,0,703,712,353,0,0,-3
22-Sep-21,4,18124,1833,6527,0,13080,0,369,0,703,712,323,0,0,-3
22-Sep-21,5,17717,1858,6527,0,13080,0,630,0,703,712,338,0,0,-3
22-Sep-21,6,17565,1882,6527,0,13080,0,647,0,703,712,322,0,0,-3
22-Sep-21,7,17346,1901,6527,0,13080,0,869,0,703,711,305,0,0,-3
22-Sep-21,8,17139,1919,6527,0,13080,0,909,0,703,711,272,0,0,-3
22-Sep-21,9,17184,1914,6527,0,13080,0,907,0,703,712,314,0,0,-3
22-Sep-21,10,17265,1908,6527,0,13080,0,750,0,705,712,255,0,0,-3
22-Sep-21,11,17947,1913,6527,0,13080,0,113,0,790,621,331,64,0,-2
22-Sep-21,12,18872,1918,6527,0,13080,0,12,0,795,618,338,35,0,-1
22-Sep-21,13,21141,1938,6527,0,13080,0,11,0,766,426,290,0,0,-1
22-Sep-21,14,23186,1958,6527,1,13080,0,12,0,770,421,283,0,0,-1
22-Sep-21,15,25362,1948,6527,150,13080,0,9,0,977,863,170,0,0,-1
22-Sep-21,16,26305,1938,6527,666,13080,0,8,0,992,884,246,0,0,-7
22-Sep-21,17,26660,1977,6527,1340,13080,0,6,0,992,1026,143,0,0,-39
22-Sep-21,18,26406,2016,6527,2050,13080,0,9,0,992,1031,45,0,0,-43
22-Sep-21,19,26239,2097,6527,2780,13080,0,7,0,992,1031,155,0,0,-12
22-Sep-21,20,25660,2177,6527,3400,13080,0,11,0,992,1030,171,14,0,3
22-Sep-21,21,25220,2192,6527,4020,13080,0,11,0,992,1031,190,111,0,115
22-Sep-21,22,24739,2206,6527,4690,13080,0,13,0,992,1030,102,22,0,118
22-Sep-21,23,24466,2233,6527,5240,13080,0,54,0,992,1031,188,44,0,-11
22-Sep-21,24,24446,2259,6527,5460,13080,0,69,0,992,1031,199,122,0,-26
22-Sep-21,25,24656,2305,6527,5670,13080,0,67,0,992,1031,98,15,0,-10
22-Sep-21,26,24374,2351,6527,5640,13080,0,68,0,992,1030,-16,0,0,3
22-Sep-21,27,23904,2403,6527,5790,13080,0,68,0,992,1030,49,64,0,116
22-Sep-21,28,23699,2455,6527,5920,13080,0,55,0,992,1030,-36,5,0,120
22-Sep-21,29,23554,2483,6527,5900,13080,0,55,0,992,1031,-156,0,0,-10
22-Sep-21,30,23331,2511,6527,5420,13080,0,55,0,991,1032,-140,0,0,-26
22-Sep-21,31,23507,2538,6527,4990,13080,0,8,0,968,1030,-98,0,0,-9
22-Sep-21,32,24474,2564,6527,4300,13080,0,8,0,967,1031,23,0,0,-1
22-Sep-21,33,25618,2528,6527,3650,13080,0,8,0,982,897,-33,0,0,-1
22-Sep-21,34,27012,2491,6527,2860,13080,0,8,0,982,892,50,0,0,-1
22-Sep-21,35,28108,2416,6527,2030,13080,0,8,0,932,1026,14,27,0,-1
22-Sep-21,36,28960,2340,6527,1280,13080,0,8,0,931,1031,14,148,0,-2
22-Sep-21,37,29432,2253,6527,552,13080,0,7,0,988,921,14,116,0,-3
22-Sep-21,38,29759,2166,6527,103,13080,0,4,0,991,916,14,231,0,-3
22-Sep-21,39,29738,2165,6527,5,13080,0,7,0,947,1027,14,229,0,-3
22-Sep-21,40,29502,2163,6527,3,13080,0,17,0,943,1030,14,153,0,-3
22-Sep-21,41,29163,2154,6527,0,13080,0,12,0,899,1031,14,83,0,-3
22-Sep-21,42,28102,2144,6527,0,13080,0,13,0,898,1030,-70,0,0,-3
22-Sep-21,43,26739,2160,6527,0,13080,0,12,0,986,1031,-28,0,0,-3
22-Sep-21,44,25155,2176,6527,0,13080,0,10,0,987,1030,12,19,0,-3
22-Sep-21,45,23654,2230,6527,0,13080,0,8,0,812,816,71,72,0,-3
22-Sep-21,46,22126,2283,6527,0,13080,0,7,0,790,807,24,-19,0,-3
22-Sep-21,47,20525,2336,6527,0,13080,0,82,0,438,647,84,22,0,-3
22-Sep-21,48,19390,2388,6527,0,13080,0,153,0,410,640,244,170,0,-3
23-Sep-21,1,18374,2404,6527,0,13080,0,772,0,256,336,249,152,0,-3
23-Sep-21,2,17826,2420,6527,0,13080,0,729,0,241,323,97,19,0,-3
23-Sep-21,3,17534,2492,6527,0,13080,0,831,0,70,171,-51,-64,0,-3
23-Sep-21,4,17528,2563,6527,0,13080,0,948,0,59,164,-203,-148,0,-3
23-Sep-21,5,17434,2623,6527,0,13080,0,679,0,84,-217,-330,-27,0,-3
23-Sep-21,6,16984,2682,6527,0,13080,0,942,0,76,-237,-391,-2,0,-3
23-Sep-21,7,16649,2798,6527,0,13080,0,939,0,-304,-288,-392,-89,0,-3
23-Sep-21,8,16534,2914,6527,0,13080,0,934,0,-332,-291,-391,-142,0,-3
23-Sep-21,9,16478,2965,6527,0,13080,0,664,0,-400,-580,-367,-39,0,-3
23-Sep-21,10,16462,3016,6527,0,13080,0,926,0,-412,-554,-308,-144,0,-2
23-Sep-21,11,17033,3111,6527,0,13080,0,929,0,-687,95,-163,-89,0,-1
23-Sep-21,12,17871,3205,6527,0,13080,0,924,0,-689,102,-35,-1,0,-1
23-Sep-21,13,20101,3228,6527,0,13080,0,590,0,-116,499,76,0,0,-1
23-Sep-21,14,22250,3250,6527,1,13080,0,259,0,-64,551,86,0,0,-1
23-Sep-21,15,24891,3248,6527,77,13080,0,9,0,409,356,-64,0,0,-1
23-Sep-21,16,26094,3246,6527,401,13080,0,9,0,423,354,-34,-16,0,36
23-Sep-21,17,26556,3277,6527,906,13080,0,10,0,-230,876,-159,-141,0,537
23-Sep-21,18,26482,3308,6527,1460,13080,0,11,0,-273,901,-315,-193,0,639
23-Sep-21,19,26515,3351,6527,1990,13080,0,12,0,-155,901,-440,-49,0,1138
23-Sep-21,20,26182,3394,6527,2420,13080,0,9,0,-155,902,-454,-14,0,1199
23-Sep-21,21,25701,3362,6527,2600,13080,0,13,0,-454,951,-454,0,0,1199
23-Sep-21,22,25376,3330,6527,2980,13080,0,13,0,-455,952,-454,-80,0,1213
23-Sep-21,23,25355,3224,6527,3300,13080,0,12,0,208,953,-454,-184,0,1379
23-Sep-21,24,25336,3118,6527,3570,13080,0,11,0,257,953,-454,-92,0,1398
23-Sep-21,25,25550,2938,6527,3760,13080,0,13,0,382,954,-454,-74,0,1392
23-Sep-21,26,25372,2758,6527,4000,13080,0,13,0,405,953,-439,-41,0,1396
23-Sep-21,27,25438,2615,6527,4110,13080,0,13,0,909,1027,-341,0,0,1400
23-Sep-21,28,25280,2471,6527,4060,13080,0,13,0,943,1031,-430,-11,0,1401
23-Sep-21,29,25270,2310,6527,3760,13080,0,13,0,898,1031,-392,0,0,1401
23-Sep-21,30,24620,2148,6527,3440,13080,0,13,0,897,1031,-297,-21,0,1388
23-Sep-21,31,24727,2021,6527,3200,13080,0,13,0,986,1031,-416,-148,0,1221
23-Sep-21,32,25376,1893,6527,2920,13080,0,13,0,992,1030,-454,-88,0,1161
23-Sep-21,33,26177,1786,6527,2560,13080,0,13,0,992,945,-449,-1,0,662
23-Sep-21,34,27107,1679,6527,2060,13080,0,14,0,992,940,-337,0,0,560
